272.672, 130.630, 8.282,  9.230 False
272.397, 130.616, 8.278,  9.263 False
272.122, 130.601, 8.273,  9.296 False
271.846, 130.586, 8.270,  9.329 False
271.571, 130.570, 8.267,  9.362 False
271.296, 130.555, 8.265,  9.395 False
271.021, 130.539, 8.264,  9.428 False
270.746, 130.524, 8.264,  9.461 False
270.471, 130.508, 8.264,  9.494 False
270.196, 130.492, 8.265,  9.527 False
269.921, 130.475, 8.266,  9.560 False
269.646, 130.459, 8.268,  9.593 False
269.371, 130.442, 8.270,  9.626 False
269.095, 130.426, 8.272,  9.659 False
268.820, 130.409, 8.274,  9.692 False
268.545, 130.393, 8.276,  9.725 False
268.269, 130.377, 8.278,  9.758 False
267.994, 130.360, 8.281,  9.791 False
267.718, 130.344, 8.282,  9.824 False
267.443, 130.327, 8.284,  9.857 False
267.167, 130.311, 8.286,  9.890 False
266.891, 130.294, 8.287,  9.923 False
266.615, 130.277, 8.288,  9.956 False
266.340, 130.261, 8.288,  9.989 False
266.064, 130.245, 8.289, 10.022 False
265.788, 130.228, 8.289, 10.055 False
265.512, 130.212, 8.289, 10.088 False
265.236, 130.196, 8.289, 10.121 False
264.960, 130.180, 8.289, 10.154 False
264.685, 130.164, 8.288, 10.187 False
264.409, 130.149, 8.288, 10.220 False
264.133, 130.133, 8.287, 10.253 False
263.857, 130.117, 8.287, 10.286 False
263.581, 130.102, 8.286, 10.319 False
263.306, 130.087, 8.286, 10.352 False
263.030, 130.071, 8.286, 10.385 False
262.754, 130.056, 8.285, 10.418 False
262.478, 130.041, 8.285, 10.451 False
262.203, 130.027, 8.285, 10.484 False
261.927, 130.012, 8.285, 10.517 False
261.651, 129.998, 8.284, 10.550 False
261.375, 129.983, 8.284, 10.583 False
261.100, 129.969, 8.284, 10.616 False
260.824, 129.955, 8.285, 10.649 False
260.548, 129.942, 8.285, 10.682 False
260.272, 129.928, 8.285, 10.715 False
259.996, 129.914, 8.285, 10.748 False
259.720, 129.901, 8.286, 10.781 False
259.444, 129.888, 8.286, 10.814 False
259.169, 129.875, 8.286, 10.847 False
258.893, 129.863, 8.287, 10.880 False
258.617, 129.850, 8.287, 10.913 False
258.341, 129.838, 8.287, 10.946 False
258.065, 129.825, 8.288, 10.979 False
257.789, 129.814, 8.288, 11.012 False
257.513, 129.801, 8.288, 11.045 False
257.237, 129.790, 8.288, 11.078 False
256.961, 129.778, 8.289, 11.111 False
256.685, 129.768, 8.289, 11.144 False
256.408, 129.756, 8.289, 11.177 False
256.132, 129.746, 8.289, 11.210 False
255.856, 129.735, 8.289, 11.243 False
255.580, 129.725, 8.289, 11.276 False
255.304, 129.714, 8.289, 11.309 False
255.028, 129.705, 8.289, 11.342 False
254.752, 129.694, 8.290, 11.375 False
254.476, 129.685, 8.290, 11.408 False
254.199, 129.675, 8.290, 11.441 False
253.923, 129.667, 8.290, 11.474 False
253.647, 129.657, 8.290, 11.507 False
253.371, 129.649, 8.290, 11.540 False
253.095, 129.640, 8.290, 11.573 False
252.818, 129.632, 8.290, 11.606 False
252.542, 129.623, 8.290, 11.639 False
252.266, 129.615, 8.290, 11.672 False
251.990, 129.607, 8.291, 11.705 False
251.713, 129.600, 8.291, 11.738 False
251.437, 129.592, 8.291, 11.771 False
251.161, 129.585, 8.291, 11.804 False
250.885, 129.578, 8.291, 11.837 False
250.608, 129.571, 8.291, 11.870 False
250.332, 129.564, 8.291, 11.903 False
250.056, 129.558, 8.291, 11.936 False
249.779, 129.551, 8.292, 11.969 False
249.503, 129.545, 8.292, 12.002 False
249.227, 129.539, 8.292, 12.035 False
248.950, 129.533, 8.292, 12.068 False
248.674, 129.527, 8.292, 12.101 False
248.398, 129.522, 8.292, 12.134 False
248.121, 129.517, 8.293, 12.167 False
247.845, 129.512, 8.293, 12.200 False
247.569, 129.506, 8.293, 12.233 False
247.292, 129.502, 8.293, 12.266 False
247.016, 129.497, 8.293, 12.299 False
246.739, 129.493, 8.293, 12.332 False
246.463, 129.488, 8.293, 12.365 False
246.187, 129.484, 8.293, 12.398 False
245.910, 129.480, 8.294, 12.431 False
245.634, 129.476, 8.294, 12.464 False
245.357, 129.472, 8.294, 12.497 False
245.081, 129.468, 8.294, 12.530 False
244.804, 129.465, 8.294, 12.563 False
244.528, 129.462, 8.294, 12.596 False
244.252, 129.458, 8.294, 12.629 False
243.975, 129.455, 8.294, 12.662 False
243.699, 129.452, 8.295, 12.695 False
243.422, 129.449, 8.295, 12.728 False
243.146, 129.446, 8.295, 12.761 False
242.869, 129.444, 8.295, 12.794 False
242.593, 129.441, 8.295, 12.827 False
242.316, 129.439, 8.295, 12.860 False
242.040, 129.437, 8.295, 12.893 False
241.763, 129.435, 8.295, 12.926 False
241.487, 129.432, 8.296, 12.959 False
241.210, 129.431, 8.296, 12.992 False
240.934, 129.429, 8.296, 13.025 False
240.657, 129.427, 8.296, 13.058 False
240.381, 129.425, 8.296, 13.091 False
240.104, 129.424, 8.296, 13.124 False
239.827, 129.422, 8.296, 13.157 False
239.551, 129.421, 8.296, 13.190 False
239.274, 129.420, 8.296, 13.223 False
238.998, 129.419, 8.297, 13.256 False
238.721, 129.417, 8.297, 13.289 False
238.445, 129.417, 8.297, 13.322 False
238.168, 129.416, 8.297, 13.355 False
237.892, 129.415, 8.297, 13.388 False
237.615, 129.414, 8.297, 13.421 False
237.338, 129.413, 8.297, 13.454 False
237.062, 129.413, 8.297, 13.487 False
236.785, 129.412, 8.297, 13.520 False
236.509, 129.412, 8.298, 13.553 False
236.232, 129.411, 8.298, 13.586 False
235.956, 129.411, 8.298, 13.619 False
